player_id,names,born,bat_type,bowl_type,height,matches,country
1138308,Methsith Jayamanna,date unknown,0,0,0,2,Sri Lanka
379879,Ayavuya Myoli,"June 8, 1990, King William's Town, Cape Province",Right-hand bat,Right-arm fast,0,23,South Africa
47146,Brendon Leigh Reddy,"November 6, 1983, Durban, Natal",Right-hand bat,Right-arm fast-medium,0,18,South Africa
1046613,Daniel Weston,"March 11, 1983",0,0,0,0,Germany
928073,William McClintock,"January 1, 1997, Ireland",Right-hand bat,Right-arm medium,0,2,Ireland
596540,Matthew Colin Christensen,"July 17, 1996, Cape Town",Right-hand bat,Right-arm offbreak,0,13,South Africa
465783,Muthuthanthrige Vishwa Thilina Fernando,"September 18, 1991, Colombo",Right-hand bat,Left-arm medium-fast,5 ft 10 in,9,Sri Lanka
39861,Atif Maqbool,"November 21, 1981, Karachi, Sind",Right-hand bat,Right-arm offbreak,0,27,Pakistan
481803,Glenton Anric Stuurman,"August 10, 1992, Oudtshoorn",Right-hand bat,Right-arm medium,0,8,South Africa
39084,Abdur Rauf Khan,"December 9, 1978, Renala Khurd, Punjab",Right-hand bat,Right-arm fast-medium,0,32,Pakistan
492674,Song Yangyang,"March 11, 1994, China",Right-hand bat,0,0,0,China
536363,Clayton Gregory Bosch,"November 10, 1992, Graaff-Reinet",Right-hand bat,Right-arm medium,0,4,South Africa
5742,Christopher Desmond Hartley,"May 24, 1982, Nambour, Queensland",Left-hand bat,0,1.69 m,55,Australia
446690,Pargat Singh,"April 13, 1992, Ropar",Right-hand bat,Right-arm offbreak,0,9,India
317248,Hafiz Saad Nasim,"April 29, 1990, Lahore, Punjab",Right-hand bat,Legbreak,0,74,Pakistan
529349,Dhiren Murji Gondaria,"December 5, 1994, Nirjapar, India",Right-hand bat,Right-arm medium-fast,0,13,Kenya
337916,Siddharth Dilip Chitnis,"May 6, 1987, Bombay (now Mumbai), Maharashtra",Right-hand bat,Right-arm offbreak,0,34,India
591339,Karan Ganesh,"October 24, 1986, Berbice, Guyana",Right-hand bat,Right-arm offbreak,0,9,United States of America
355091,Neil Douglas Pinner,"September 28, 1990, Wordsley, Stourbridge, Worcestershire",Right-hand bat,Right-arm offbreak,0,2,England
746451,Suresh Appusamy,"June 16, 1987, Namakkal, Tamil Nadu",Right-hand bat,Right-arm medium,0,0,Singapore
298241,Nathan Liam Buck,"April 26, 1991, Leicester",Right-hand bat,Right-arm medium-fast,0,35,England
604581,Arabind Ajaya Singh,"December 5, 1990, Bolangir, Orissa,",Right-hand bat,Right-arm medium,0,27,India
1119021,Lavish Kaushal,date unknown,0,0,0,0,India
555853,Mark Thomas Steketee,"January 17, 1994, Monto, Queensland",Right-hand bat,Right-arm fast-medium,0,32,Australia
388124,Jiang Shuyao,"May 10, 1988",Right-hand bat,0,0,0,China
550133,Mosaddek Hossain Saikat,"December 10, 1995, Mymensingh",Right-hand bat,Right-arm offbreak,0,42,Bangladesh
1046623,Sam Mills,"September 15, 1998",0,0,0,0,Isle of Man
324260,Sarel Johannes Erwee,"November 10, 1989, Pietermaritzburg, Natal",Left-hand bat,Right-arm offbreak,0,43,South Africa
652683,Hasan Raza,"January 6, 1995, Mirpur, North-West Frontier Province",Left-hand bat,Right-arm medium-fast,0,7,Pakistan
316306,Ansar Javed,"October 23, 1980, Tibbi Lal Beg, Punjab",Right-hand bat,Left-arm fast-medium,0,11,Pakistan
301236,Hettige Don Rumesh Lahiru Thirimanne,"August 9, 1989, Moratuwa",Left-hand bat,Right-arm medium-fast,5 ft 10 in,74,Sri Lanka
326059,Lee Trevor Nelson,"December 5, 1990, Belfast",Right-hand bat,Right-arm offbreak,0,3,Ireland
46719,Mario Wickus Olivier,"November 3, 1982, Pretoria",Right-hand bat,Right-arm fast-medium,0,9,South Africa
270484,James Peter Faulkner,"April 29, 1990, Launceston, Tasmania",Right-hand bat,Left-arm fast-medium,1.86 m,159,Australia
459761,Benjamin Alexander Raine,"September 14, 1991, Sunderland, Co Durham",Left-hand bat,Right-arm medium-fast,0,34,England
477049,Sarul Kanwar,"November 8, 1987, Saharandpur, Uttar Pradesh",Right-hand bat,Right-arm offbreak,0,20,India
341593,Devendra Bishoo,"November 6, 1985, New Amsterdam, Berbice, Guyana",Left-hand bat,Legbreak,0,40,West Indies
596523,Kurtlyn Reece Mannikam,"January 19, 1996",Right-hand bat,Right-arm offbreak,0,9,South Africa
781699,Arsalan Arif,"January 5, 1993, Mirpur, Azad Jammu and Kashmir",Left-hand bat,Slow left-arm orthodox,0,3,Pakistan
1046643,Kuldeep Lal,"July 28, 1996",0,0,0,0,Spain
461281,Preston Luke Mommsen,"October 14, 1987, Durban, Natal",Right-hand bat,Right-arm offbreak,0,39,Scotland
777807,IG Anil,date unknown,Left-hand bat,Slow left-arm orthodox,0,0,India
524968,Thomas Weldon Shrewsbury,"January 18, 1995, Southampton, Hampshire",Right-hand bat,Right-arm offbreak,0,1,England
1131125,Hettiyadura Udith Dilshara Fernando,"November 16, 1996, Negombo",Right-hand bat,0,0,1,Sri Lanka
36071,Dishant Harendra Yagnik,"June 22, 1983, Banswara, Rajasthan",Left-hand bat,0,0,56,India
222159,Jean Symes,"November 13, 1986, Johannesburg, Transvaal, South Africa",Left-hand bat,Slow left-arm orthodox,0,64,South Africa
1079885,Hiten Mehra,"December 18, 1997, Anand District, Gujarat",Right-hand bat,Right-arm offbreak,0,1,India
1081174,Parth Upadhyaya,date unknown,Right-hand bat,0,0,0,India
27685,Bharat Chipli,"January 27, 1983, Sagar, Shivmoga, Karantaka",Right-hand bat,Right-arm medium,0,30,India
1058211,Nouman Sarwar,"August 2, 1984",Right-hand bat,Right-arm medium,0,0,Qatar
920057,Hirenkumar Dharambhai Patel,"December 12, 1984",Right-hand bat,Right-arm offbreak,0,0,Hong Kong
1130484,M Nimesh,date unknown,0,0,0,3,Sri Lanka
417514,Oliver Benjamin Cox,"February 2, 1992, Wordsley, Stourbridge, Worcestershire",Right-hand bat,0,0,71,England
628217,Chaitanya Bishnoi,"August 25, 1994, Delhi, India",Left-hand bat,Slow left-arm orthodox,0,14,India
671901,Mohammad Enamul Haque,"May 3, 1986, Satkhira, Khulna",Right-hand bat,Right-arm offbreak,5 ft 9 in,6,Bangladesh
212754,Serasinghe Pathiranage Sachithra Chaturanga,"April 13, 1987, Colombo",Right-hand bat,Right-arm offbreak,5 ft 8 in,30,Sri Lanka
822485,Muhammad Akhlaq,"November 12, 1992, Gujranwala, Punjab",Right-hand bat,Right-arm medium-fast,0,6,Pakistan
252897,Romain Isaac Doodnauth,"October 30, 1982, Guyana",Left-hand bat,Left-arm medium-fast,0,2,West Indies
466939,Larry La-Vere Babb,"May 6, 1983, Harrison Tennantry, St. Lucy, Barbados",Right-hand bat,Left-arm medium-fast,0,2,West Indies
837611,Henry Thomas Raphael York Thornton,"December 16, 1996, Kogarah, New South Wales",Right-hand bat,Right-arm fast,0,2,Australia
365864,Mithun Sandamal Sudirikku Jayawickrama,"June 28, 1990, Colombo",Right-hand bat,Right-arm offbreak,5 ft 10 in,15,Sri Lanka
594508,Rameez Raja,"January 1, 1990, Pishin, Baluchistan",Right-hand bat,Right-arm offbreak,0,6,Pakistan
23865,Umar Bhatti,"January 4, 1984, Lahore, Punjab, Pakistan",Left-hand bat,Left-arm medium,0,13,Canada
786919,Ahamed Akeel Inham,"March 28, 1996, Colombo",Right-hand bat,0,0,4,Sri Lanka
272450,Mitchell Ross Marsh,"October 20, 1991, Attadale, Perth",Right-hand bat,Right-arm medium,0,65,Australia
321777,David Andrew Miller,"June 10, 1989, Pietermaritzburg, Natal",Left-hand bat,Right-arm offbreak,0,254,South Africa
252860,Oneil Nesta Levy,"April 10, 1983",Right-hand bat,Right-arm bowler,0,1,Bahamas
917041,Darshan Machaiah,"May 28, 1994",Right-hand bat,Right-arm medium,0,0,India
423951,Malolan Rangarajan,"April 22, 1989, Chennai",Right-hand bat,Right-arm offbreak,0,2,India
46569,Andre Nel,"July 15, 1977, Germiston, Transvaal",Right-hand bat,Right-arm fast-medium,0,56,South Africa
41244,Kashif Bhatti,"July 25, 1986, Nawabshah, Sind",Right-hand bat,Slow left-arm orthodox,0,35,Pakistan
527299,Aniket Vinod Choudhary,"January 28, 1990, Bikaner, Rajasthan",Right-hand bat,Left-arm medium,0,39,India
950311,Farhan Ahmed,"October 31, 1988, Bahawalpur",Right-hand bat,Slow left-arm orthodox,0,4,United Arab Emirates
498827,Wesley Coulentianos,"January 14, 1994, Boksburg",Left-hand bat,Left-arm medium,0,10,South Africa
1048819,ME Yazh Arun Mozhi,date unknown,Right-hand bat,Right-arm offbreak,0,0,India
1137725,Dimantha Fernando,date unknown,0,0,0,4,Sri Lanka
362956,Adambarage Anuk Sasanka de Alwis,"November 18, 1991, Colombo",Right-hand bat,Slow left-arm orthodox,0,16,Sri Lanka
1138541,Mahela Vijelath,date unknown,0,0,0,1,Sri Lanka
39127,Ahmed Butt,"January 26, 1981, Gujranwala, Punjab",Right-hand bat,0,0,6,Pakistan
32685,Irfan Khan Pathan,"October 27, 1984, Baroda, Gujarat",Left-hand bat,Left-arm medium-fast,0,172,India
235516,Richmond Mutumbami,"June 11, 1989, Masvingo",Right-hand bat,Right-arm offbreak,0,43,Zimbabwe
556749,Miguel Lamar Cummins,"September 5, 1990, St. Michael, Barbados",Left-hand bat,Right-arm fast-medium,0,9,West Indies
11718,Nicholas Richard Denis Compton,"June 26, 1983, Durban, Natal, South Africa",Right-hand bat,Right-arm offbreak,6 ft 2 in,87,England
47850,Roelof Erasmus van der Merwe,"December 31, 1984, Johannesburg, Transvaal",Right-hand bat,Slow left-arm orthodox,0,172,Netherlands
245166,Mudassar Bukhari,"December 26, 1983, Gujrat, Punjab, Pakistan",Right-hand bat,Right-arm medium-fast,0,61,Netherlands
675945,Nahidul Islam,"July 19, 1993, Khulna",Right-hand bat,Right-arm offbreak,0,11,Bangladesh
633397,Zahir Shehzad,"date unknown, Nangarhar",0,0,0,0,Afghanistan
44098,Lungile Edgar Bosman,"April 14, 1977, Kimberley, Cape Province",Right-hand bat,Right-arm medium,0,89,South Africa
557298,Daniel James Worrall,"July 10, 1991, Melbourne, Victoria",Right-hand bat,Right-arm fast-medium,0,14,Australia
925557,Dulaj Ranatunga,"March 29, 1999, Kurunegala",Right-hand bat,0,0,0,Sri Lanka
925723,Ihala Aththanayake Gedaara Supun Piyumal,"May 15, 1997, Monaragala",Right-hand bat,Right-arm medium-fast,0,0,Sri Lanka
925965,R Roshinthan,"November 25, 1996",Right-hand bat,Right-arm fast-medium,0,0,Sri Lanka
398778,Rory Joseph Burns,"August 26, 1990, Epsom, Surrey",Left-hand bat,Right-arm medium,0,31,England
594386,Shah Mureed,"February 21, 1999, Naushki, Baluchistan",Right-hand bat,0,0,2,Pakistan
629065,Mohammad Nihaduzzaman,"November 28, 1998, Rajshahi",Right-hand bat,Slow left-arm orthodox,0,3,Bangladesh
42796,Shahid Ali Qambrani,"February 2, 1978, Kotri, Sind",Right-hand bat,Right-arm medium,0,15,Pakistan
714505,S Nikith,"May 17, 1992",Right-hand bat,0,0,0,India
49389,Chaminda Ruwan Kumarage,"July 29, 1979, Kalutara",Right-hand bat,Right-arm medium,0,0,Singapore
573877,Rakesh Prabhu,date unknown,0,0,0,2,India
1091078,Tion Webster,date unknown,Right-hand bat,0,0,2,West Indies
917037,Pradeep Gangadhar,"July 11, 1995",Right-hand bat,0,0,0,India
515931,Yaseen Valli,"June 3, 1995, Norwood",Left-hand bat,Slow left-arm orthodox,0,4,South Africa
55872,Malcolm Noel Waller,"September 28, 1984, Harare",Right-hand bat,Right-arm offbreak,0,85,Zimbabwe
43593,Wajid Ali,"January 12, 1981, Karachi, Sind",Right-hand bat,0,0,13,Pakistan
391128,Harmeet Singh Bansal,"October 9, 1987, Jodhpur, Rajasthan",Right-hand bat,Right-arm medium,0,31,India
679595,Antony Chandrasekaran Aswin Crist,"July 9, 1994, Chennai,Tamil Nadu",Right-hand bat,Right-arm medium,0,8,India
55641,Forster Mutizwa,"August 24, 1985, Harare",Right-hand bat,Right-arm offbreak,0,51,Zimbabwe
777483,Rajeev,"July 25, 1985",Right-hand bat,Right-arm medium,0,0,India
623104,Kamran Shazad,"August 25, 1980",Right-hand bat,Right-arm medium-fast,0,5,United Arab Emirates
1138145,C Bandara,date unknown,0,0,0,2,Sri Lanka
28997,Karan Goel,"December 24, 1986, Ludhiana, Punjab",Left-hand bat,Right-arm offbreak,0,44,India
1077307,Kaleemullah,"December 24, 1990, Gujranwala",Right-hand bat,Right-arm medium,0,4,Oman
36592,Peter William Borren,"August 21, 1983, Christchurch, Canterbury",Right-hand bat,Right-arm medium,0,63,Netherlands
793463,Rashid Khan Arman,"September 20, 1998, Nangarhar",Right-hand bat,Legbreak googly,0,106,Afghanistan
402206,Faruq Hakimin,"August 28, 1991",Right-hand bat,Slow left-arm orthodox,0,0,Malaysia
303870,Edward John Farley,"October 17, 1987, St. Helier",Right-hand bat,0,0,6,Jersey
497543,Mark Donald Craig,"March 23, 1987, Auckland",Left-hand bat,Right-arm offbreak,0,19,New Zealand
543036,Ngazibini Sigwili,"June 12, 1995, Mthatha",Left-hand bat,Left-arm fast-medium,0,5,South Africa
359746,Saad Bin Zafar,"November 10, 1986, Gujranwala, Punjab, Pakistan",Left-hand bat,Slow left-arm orthodox,0,6,Canada
1081230,Divyanshu Choudhary,date unknown,0,0,0,0,India
252942,Sheldon Paul Thorpe,"January 26, 1965",Right-hand bat,Legbreak,0,1,West Indies
547082,Shahan Akram,"May 20, 1994, Bahawalpur, Punjab",Right-hand bat,Right-arm fast,0,5,Pakistan
53187,Keithroy Ian Tittle,"October 28, 1973, Antigua",Left-hand bat,Right-arm medium,0,2,West Indies
351998,Samuel Kenneth William Wood,"April 3, 1993, Nottingham",Left-hand bat,Right-arm offbreak,0,24,England
55883,Mohammad Elias Sunny,"January 1, 1986, Dhaka",Left-hand bat,Slow left-arm orthodox,0,56,Bangladesh
396568,Mohommed Rushan Jaleel,"October 7, 1990, Kandy",Right-hand bat,Right-arm offbreak,0,3,Sri Lanka
605575,Matthew William Short,"November 8, 1995",Right-hand bat,Right-arm offbreak,0,6,Australia
778239,Mir Kaunain Abbas,"May 7, 1990, Bangalore, Karnataka",Right-hand bat,Right-arm medium,0,0,India
40378,Hasan Raza,"March 11, 1982, Karachi, Sind",Right-hand bat,Right-arm offbreak,0,36,Pakistan
297498,Ian Andrew Cockbain,"February 17, 1987, Liverpool, Lancashire",Right-hand bat,Right-arm medium,0,84,England
429119,Hamza Haroon Paracha,"September 7, 1991, Lahore, Punjab",Right-hand bat,Right-arm offbreak,0,6,Pakistan
925665,Stephan Dilon Prasanna,"August 12, 1999, Colombo",Left-hand bat,Right-arm offbreak,0,0,Sri Lanka
26441,Amit Verma,"June 30, 1987, Bangalore, Karnataka",Left-hand bat,Legbreak,0,35,India
517946,Recordo Olton Gordon,"October 12, 1991, St Elizabeth's, Jamaica",Right-hand bat,Right-arm fast-medium,0,25,England
53271,Harwood Wycum Williams,"January 17, 1970, St Kitts",Right-hand bat,Right-arm medium,0,1,West Indies
364343,Craig Alexander Young,"April 4, 1990, Londonderry, Ireland",Right-hand bat,Right-arm fast-medium,0,22,Ireland
1083440,Dharniya,date unknown,0,0,0,0,
1081172,Mohit Saini,date unknown,Right-hand bat,0,0,0,India
393428,Nathan Robert Waller,"November 19, 1991, Harare",Right-hand bat,Right-arm medium,0,25,Zimbabwe
8640,Kadeer Ali,"March 7, 1983, Moseley, Birmingham, Warwickshire",Right-hand bat,Legbreak,6 ft 2 in,27,England
26252,Anirudh Singh,"August 2, 1980, Hyderabad, Andhra Pradesh",Left-hand bat,Right-arm medium,0,11,India
923645,Nimesh Sasindra Rathnayake,"November 2, 1999, Kotte",Right-hand bat,0,0,0,Sri Lanka
467655,Oliver Henry Freckingham,"November 12, 1988, Oakham, Rutland",Right-hand bat,Right-arm medium-fast,0,5,England
414966,Michael Alexander Leask,"October 29, 1990, Aberdeen",Right-hand bat,Right-arm offbreak,0,29,Scotland
361056,Pallegedara Gammahelage Chandima Shashrika Peiris Pussegolla,"July 14, 1987, Colombo",Right-hand bat,"Right-arm medium-fast, Right-arm offbreak",6 ft 0 in,12,Sri Lanka
7510,John William Rogers,"April 11, 1987, Calvary Hospital, Canberra, Australian Capital Territory",Left-hand bat,Left-arm medium,1.81,3,Australia
25123,Craig McIntyre Wright,"April 28, 1974, Paisley, Renfrewshire",Right-hand bat,Right-arm medium,0,3,Scotland
44410,Farhaan Behardien,"October 9, 1983, Johannesburg",Right-hand bat,Right-arm fast-medium,0,156,South Africa
926869,N Udara,date unknown,0,0,0,0,England
945105,Dineth Thimodya Hewathanthree,"August 20, 1996, Colombo",Left-hand bat,Right-arm offbreak,0,5,Sri Lanka
55353,Michael Tawanda Chinouya,"June 9, 1986, Kwekwe",Right-hand bat,Right-arm fast-medium,0,33,Zimbabwe
7388,Christopher John Llewellyn Rogers,"August 31, 1977, St George, Sydney, New South Wales",Left-hand bat,Legbreak googly,1.77 m,43,Australia
340530,Adithya B Sagar,"October 21, 1988, Hubli, Karnataka",Right-hand bat,Right-arm medium,0,1,India
1138546,Ashen Ruwanga Abeykoon,"May 19, 1996, Kalubowila",Right-hand bat,Right-arm medium,0,1,Sri Lanka
956033,Pareddy Girinath Reddy,"October 8, 1998, Ananthapur, Andhra",Right-hand bat,Right-arm medium,0,8,India
542882,Mohammed Irfan,"November 13, 1984",Right-hand bat,0,0,0,Kuwait
20278,Jeremy Nicholas Snape,"April 27, 1973, Stoke-on-Trent, Staffordshire",Right-hand bat,Right-arm offbreak,5 ft 8 in,46,England
1083429,Sunny Bansal,date unknown,0,0,0,0,
1081188,Shishpal Singh,date unknown,0,Slow left-arm orthodox,0,0,India
40118,Faisal Elahi,"September 10, 1976, Bahawalpur, Punjab",Left-hand bat,Slow left-arm orthodox,0,2,Pakistan
26198,Narvanda Chetticha Aiyappa,"October 19, 1979, Bangalore, Karnataka",Right-hand bat,Right-arm medium,0,4,India
277472,Darren Michael Bravo,"February 6, 1989, Trinidad",Left-hand bat,Right-arm medium-fast,0,110,West Indies
39959,Babar Naeem,"January 1, 1983, Rawalpindi, Punjab",Left-hand bat,Slow left-arm orthodox,0,34,Pakistan
15358,Gemaal Maqsood Hussain,"October 10, 1983, Waltham Forest, London",Right-hand bat,Right-arm medium,0,18,England
457234,Keron Julius Cottoy,"November 14, 1989, Richland Park, St Vincent and the Grenadines",Left-hand bat,Legbreak,0,6,West Indies
24154,John Patrick Roy Lamsam,"May 15, 1980, Hong Kong",Right-hand bat,Right-arm medium,0,13,Hong Kong
513355,Robbie Jay Montgomery,"September 22, 1994, Taunton, Somerset",Right-hand bat,Right-arm fast-medium,0,1,England
925689,W Bhanuka Pamuditha,"May 28, 1998, Colombo",Right-hand bat,Right-arm offbreak,0,0,Sri Lanka
606262,Rafay Ahmed,"September 7, 1996, Karachi, Sind",Right-hand bat,Right-arm medium-fast,0,1,Pakistan
543449,Ajay Vrajlal Lalcheta,"October 22, 1983, Porbandar, Gujarat, India",Left-hand bat,Slow left-arm orthodox,0,23,Oman
315621,Thomas Ian Francis Triffitt,"November 13, 1990",Right-hand bat,0,1.76 m,30,Australia
14236,Matthew James Hoggard,"December 31, 1976, Leeds, Yorkshire",Right-hand bat,Right-arm fast-medium,6 ft 2 in,57,England
973793,AAhan Achar,date unknown,0,0,0,0,Singapore
15361,Ben William Harmison,"January 9, 1986, Ashington, Northumberland",Left-hand bat,Right-arm medium-fast,6 ft 5 in,44,England
6060,Philip Anthony Jaques,"May 3, 1979, Wollongong, New South Wales",Left-hand bat,Left-arm medium,1.83 m,84,Australia
1108375,Varun Chakravathi,date unknown,Right-hand bat,0,0,0,India
6419,Rhett John Gaven Lockyear,"February 28, 1983, Mudgee, New South Wales",Right-hand bat,Right-arm medium,1.82 m,30,Australia
208340,Shahid Muzaffar,"April 15, 1985, Faisalabad, Punjab",Right-hand bat,0,0,4,Pakistan
488998,Tshepang Alvin Dithole,"March 10, 1993, Krugersdorp, Johannesburg",Left-hand bat,Right-arm offbreak,0,6,South Africa
216596,Daniel Mark Housego,"October 12, 1988, Windsor, Berkshire",Right-hand bat,Legbreak,5 ft 8 in,12,England
25446,Kyle James Coetzer,"April 14, 1984, Aberdeen",Right-hand bat,Right-arm medium-fast,5 ft 11 in,100,Scotland
36993,Andrew Malcolm Ellis,"March 24, 1982, Christchurch, Canterbury",Right-hand bat,Right-arm fast-medium,0,107,New Zealand
424309,SP Manjunath,"July 7, 1984, Srirangapatna, Karnataka",Right-hand bat,Right-arm medium,0,0,India
822511,Adnan Liaquat,"August 9, 1987",0,0,0,0,Saudi Arabia
24237,John Francis Mooney,"February 10, 1982, Dublin",Left-hand bat,Right-arm medium,0,47,Ireland
220435,Arindam Nanigopal Ghosh,"October 19, 1986, Barasat, Kolkatta",Right-hand bat,Right-arm medium,0,20,India
542000,Julian Kenny Soutter,"August 20, 1994, Klerksdorp",Right-hand bat,Right-arm medium-fast,0,9,South Africa
1129638,Benjamin Nicholas John Lockrose,"March 24, 2000, Portsmouth, Hampshire",Right-hand bat,Slow left-arm orthodox,0,2,New Zealand
47903,Charl Myles Willoughby,"December 3, 1974, Cape Town, Cape Province",Left-hand bat,Left-arm fast-medium,0,67,South Africa
623697,Devind Pathmanathan,"February 17, 1995, Colombo",Right-hand bat,Slow left-arm orthodox,0,3,Sri Lanka
330902,Mustafizur Rahman,"September 6, 1995, Satkhira",Left-hand bat,Left-arm fast-medium,5 ft 11 in,70,Bangladesh
39836,Abdul Razzaq,"December 2, 1979, Lahore, Punjab",Right-hand bat,Right-arm fast-medium,0,141,Pakistan
1081154,Harshvardhan Tomar,date unknown,Left-hand bat,0,0,0,India
17171,Gordon James Muchall,"November 2, 1982, Newcastle upon Tyne, Northumberland",Right-hand bat,Right-arm medium,6 ft 0 in,111,England
697001,Manish Rao,"July 19, 1990, Mumbai",Right-hand bat,Right-arm medium,0,1,India
683367,Adeesha Thilanchana,"June 23, 1995, Galle",Left-hand bat,Left-arm medium,0,11,Sri Lanka
643433,George Henry Simmons Garton,"April 15, 1997, Brighton, Sussex",Left-hand bat,Left-arm fast,0,12,England
537043,Imran Chandio,"April 2, 1987, Shikarpur, Sind",Left-hand bat,Slow left-arm orthodox,0,11,Pakistan
1015325,Nathan Smith,"July 9, 1995, Melbourne, Victoria",Right-hand bat,Right-arm medium-fast,0,3,Ireland
51493,Colin Darren Cannonier,"May 22, 1973, Basseterre, St Kitts",Right-hand bat,"Right-arm medium, Right-arm offbreak",0,2,West Indies
53275,Davon Alphonso Williams,"May 27, 1972, Montserrat",Right-hand bat,Right-arm offbreak,0,3,West Indies
42433,Raza Ali Dar,"December 11, 1987, Lahore, Punjab",Left-hand bat,Slow left-arm orthodox,0,38,Pakistan
20177,Charles Edward Shreck,"January 6, 1978, Truro, Cornwall",Right-hand bat,Right-arm fast-medium,6 ft 7 in,29,England
220519,Rameez Shahzad,"November 30, 1987, Lahore, Pakistan",Right-hand bat,Right-arm offbreak,0,10,United Arab Emirates
274921,Veerasammy Permaul,"August 11, 1989, Guyana",Right-hand bat,Slow left-arm orthodox,0,73,West Indies
44666,Ryan Clement Cavanagh Canning,"February 22, 1984, Cape Town",Right-hand bat,0,0,35,South Africa
345825,Pinnaduwage Chaturanga de Silva,"January 17, 1990, Galle",Left-hand bat,Slow left-arm orthodox,5 ft 6 in,57,Sri Lanka
42889,Shoaib Khan,"April 13, 1985, Bostan",Left-hand bat,Right-arm medium-fast,0,22,Pakistan
24611,William Thomas Stuart Porterfield,"September 6, 1984, Londonderry",Left-hand bat,Right-arm offbreak,0,170,Ireland
1135787,HRC Dilshan,date unknown,0,0,0,1,Sri Lanka
822513,Imran ullah Khan Gul,"December 11, 1991",0,0,0,0,Malaysia
588144,Bandaru Satyanarayana Murty Ayyappa,"October 27, 1992, Eastgodavari, Andhra Pradesh",Right-hand bat,Right-arm medium,0,26,India
308446,Jonathan Sebanja,"September 10, 1988, Nasguru, Uganda",Right-hand bat,Left-arm medium,0,16,Uganda
232491,Anwar Ali,"November 25, 1987, Karachi, Sind",Right-hand bat,Right-arm medium-fast,0,124,Pakistan
585100,Abdul Shakoor Bangash,"March 15, 1985, Kohat, Pakistan",Right-hand bat,0,0,11,United Arab Emirates
252891,Kissinger Cleophas McLean,"May 27, 1976",Right-hand bat,Right-arm fast-medium,0,2,West Indies
505113,Nathaniel Ashley Thomas Watkins,"November 7, 1991, John Radcliffe Hospital, Oxford",Right-hand bat,Slow left-arm orthodox,0,6,England
327829,Kelly Royce Smuts,"January 22, 1990, Grahamstown, Cape Province",Left-hand bat,Right-arm medium,0,45,South Africa
723471,Raushan Ramroop Raj,"February 12, 1984, Chhapra",Right-hand bat,Right-arm medium,0,14,India
633410,Simandeep Pansotra Singh,"June 20, 1995",Right-hand bat,0,0,0,Hong Kong
40563,Imran Nazir,"December 16, 1981, Gujranwala, Punjab",Right-hand bat,Legbreak,0,102,Pakistan
364148,Kamau Sadiki Leverock,"October 19, 1994, Bermuda",Left-hand bat,Right-arm medium-fast,0,16,Bermuda
46512,Lyall Meyer,"March 23, 1982, Port Elizabeth, Cape Province",Left-hand bat,Right-arm fast,0,33,South Africa
917235,Sharan Gouda,"November 2, 1995",Right-hand bat,Right-arm medium,0,0,India
749501,Afzal Saleem,date unknown,0,0,0,0,Saudi Arabia
510530,Jamie Overton,"April 10, 1994, Barnstaple, Devon",Right-hand bat,Right-arm fast,0,26,England
348059,Barry John McCarthy,"September 13, 1992",Right-hand bat,Right-arm medium,0,14,Ireland
433897,Fazl-e-Rabbi,"January 10, 1987, Swabi, North-West Frontier Province",Right-hand bat,Right-arm fast-medium,0,9,Pakistan
227454,Sajedul Islam,"January 18, 1988, Rangpur",Left-hand bat,Left-arm medium,0,7,Bangladesh
56268,Arafat Sunny,"September 29, 1986",Left-hand bat,Slow left-arm orthodox,0,79,Bangladesh
792563,Mugunthan Nithushan,"December 18, 1998, Kilinochchi",Left-hand bat,Right-arm offbreak,0,0,Sri Lanka
379770,Arthur James Norman Price,"January 8, 1992, Port Elizabeth, Cape Province",Right-hand bat,Right-arm fast-medium,0,29,South Africa
315227,Nasir Malik,"November 22, 1990, Rawalpindi, Punjab",Right-hand bat,Left-arm medium,0,5,Pakistan
308338,Greg Phillip Smith,"November 16, 1988, Leicester",Right-hand bat,Legbreak,0,48,England
52413,Jermaine Jay Charles Lawson,"January 13, 1982, Spanish Town, St Catherine, Jamaica",Right-hand bat,Right-arm fast-medium,0,3,West Indies
398666,Sean Anthony Abbott,"February 29, 1992, Windsor, New South Wales",Right-hand bat,Right-arm fast-medium,0,64,Australia
604302,Nicholas Pooran,"October 2, 1995, Trinidad",Left-hand bat,0,0,66,West Indies
343810,Nasir Ahmed,"December 18, 1989, Peshawar, North-West Frontier Province",Left-hand bat,Left-arm medium-fast,0,2,Pakistan
44024,Adam Marc Bacher,"October 29, 1973, Johannesburg, Transvaal",Right-hand bat,Right-arm medium,0,24,South Africa
324482,Paththini Kuttige Jude Ruwantha Nilushan Nonis,"September 3, 1987, Colombo",Right-hand bat,"Right-arm medium-fast, Right-arm offbreak",5 ft 8 in,10,Sri Lanka
31107,Amit Mishra,"November 24, 1982, Delhi",Right-hand bat,Legbreak,0,199,India
56058,Nabil Samad Chowdhury,"October 9, 1986, Dhaka",Left-hand bat,Slow left-arm orthodox,0,49,Bangladesh
52910,Curtis Dale Roberts,"February 13, 1975, Antigua",Right-hand bat,Right-arm fast-medium,0,3,West Indies
348049,Nasum Ahmed,"December 5, 1994",Left-hand bat,Slow left-arm orthodox,0,4,Bangladesh
596114,Kristopher Ramsaran,"February 1, 1992, Trinidad",Right-hand bat,Slow left-arm chinaman,0,5,West Indies
